record_id,vehicle,community,community_url,post_id,comment_id,parent_id,source_type,author_id,author_pseudonym,date,text_raw,url,scraped_at,_origin
rec_ccfd2b4165b082ab,Toyota Yaris,Yaris Cross Community Indonesia (YCCI),https://www.facebook.com/groups/331613226681705,post_1,post_1_comment_10,post_1,comment,,,,"Yaris Cross G 2024
Hitam
Surat² lengkap
Pajak on
Odo 27rban on-going… Lihat selengkapnya",https://www.facebook.com/groups/331613226681705,2026-09-17T15:35:16Z,raw_data_run_20260917_223451_d693b9.csv
rec_e530870a7ed84e01,Toyota Yaris,Yaris Cross Community Indonesia (YCCI),https://www.facebook.com/groups/331613226681705,post_1,post_1_comment_11,post_1,comment,,,,Yaris Cross G 2024,https://www.facebook.com/groups/331613226681705,2026-09-17T15:35:16Z,raw_data_run_20260917_223451_d693b9.csv
rec_d067b5693e5617f8,Toyota Yaris,Yaris Cross Community Indonesia (YCCI),https://www.facebook.com/groups/331613226681705,post_1,post_1_comment_12,post_1,comment,,,,Hitam,https://www.facebook.com/groups/331613226681705,2026-09-17T15:35:16Z,raw_data_run_20260917_223451_d693b9.csv
rec_c6d3e1a81b663c96,Toyota Yaris,Yaris Cross Community Indonesia (YCCI),https://www.facebook.com/groups/331613226681705,post_1,post_1_comment_13,post_1,comment,,,,Surat² lengkap,https://www.facebook.com/groups/331613226681705,2026-09-17T15:35:16Z,raw_data_run_20260917_223451_d693b9.csv
rec_26e8a45c6e0214fe,Toyota Yaris,Yaris Cross Community Indonesia (YCCI),https://www.facebook.com/groups/331613226681705,post_1,post_1_comment_14,post_1,comment,,,,Pajak on,https://www.facebook.com/groups/331613226681705,2026-09-17T15:35:16Z,raw_data_run_20260917_223451_d693b9.csv
rec_81f21cb2d8345090,Toyota Yaris,Yaris Cross Community Indonesia (YCCI),https://www.facebook.com/groups/331613226681705,post_1,post_1_comment_15,post_1,comment,,,,Odo 27rban on-going… Lihat selengkapnya,https://www.facebook.com/groups/331613226681705,2026-09-17T15:35:16Z,raw_data_run_20260917_223451_d693b9.csv
rec_f1ea2dd232c87da7,Toyota Yaris,Yaris Cross Community Indonesia (YCCI),https://www.facebook.com/groups/331613226681705,post_1,post_1_comment_16,post_1,comment,,,,"STNK ONLY DAN APLIKASI SAJA RIWAYAT LEASING JELAS BUKAN UNIT RENTAL DAN CURIAN
YANG PAHAM DAN BERPENGALAMAN … Lihat selengkapnya",https://www.facebook.com/groups/331613226681705,2026-09-17T15:35:17Z,raw_data_run_20260917_223451_d693b9.csv
rec_0161968cb727be1a,Toyota Yaris,Yaris Cross Community Indonesia (YCCI),https://www.facebook.com/groups/331613226681705,post_1,post_1_comment_17,post_1,comment,,,,STNK ONLY DAN APLIKASI SAJA RIWAYAT LEASING JELAS BUKAN UNIT RENTAL DAN CURIAN,https://www.facebook.com/groups/331613226681705,2026-09-17T15:35:17Z,raw_data_run_20260917_223451_d693b9.csv
rec_1e108e46dbc8eb6e,Toyota Yaris,Yaris Cross Community Indonesia (YCCI),https://www.facebook.com/groups/331613226681705,post_1,post_1_comment_18,post_1,comment,,,,YANG PAHAM DAN BERPENGALAMAN … Lihat selengkapnya,https://www.facebook.com/groups/331613226681705,2026-09-17T15:35:17Z,raw_data_run_20260917_223451_d693b9.csv
rec_e7ab43e7a9ee6b0e,Toyota Yaris,Yaris Cross Community Indonesia (YCCI),https://www.facebook.com/groups/331613226681705,post_1,post_1_comment_19,post_1,comment,,,,"Jual sparepart berkualitas 
Whatsapp 
 085934378954… Lihat selengkapnya",https://www.facebook.com/groups/331613226681705,2026-09-17T15:35:19Z,raw_data_run_20260917_223451_d693b9.csv
rec_09c628b769117bee,Toyota Yaris,Yaris Cross Community Indonesia (YCCI),https://www.facebook.com/groups/331613226681705,post_1,post_1_comment_20,post_1,comment,,,,Jual sparepart berkualitas,https://www.facebook.com/groups/331613226681705,2026-09-17T15:35:19Z,raw_data_run_20260917_223451_d693b9.csv
rec_3b47eac080b9d9aa,Toyota Yaris,Yaris Cross Community Indonesia (YCCI),https://www.facebook.com/groups/331613226681705,post_1,post_1_comment_21,post_1,comment,,,,"Whatsapp 
 085934378954… Lihat selengkapnya",https://www.facebook.com/groups/331613226681705,2026-09-17T15:35:19Z,raw_data_run_20260917_223451_d693b9.csv
rec_f20fba32b13155d4,Toyota Yaris,Yaris Cross Community Indonesia (YCCI),https://www.facebook.com/groups/331613226681705,post_1,post_1_comment_22,post_1,comment,,,,"Kamera parkir TOYOTA 
 inova reborn… Lihat selengkapnya",https://www.facebook.com/groups/331613226681705,2026-09-17T15:35:21Z,raw_data_run_20260917_223451_d693b9.csv
rec_1ebfb39b2573b6b4,Toyota Yaris,Yaris Cross Community Indonesia (YCCI),https://www.facebook.com/groups/331613226681705,post_1,post_1_comment_23,post_1,comment,,,,Kamera parkir TOYOTA,https://www.facebook.com/groups/331613226681705,2026-09-17T15:35:21Z,raw_data_run_20260917_223451_d693b9.csv
rec_94d5f7a476ccb39b,Toyota Yaris,Yaris Cross Community Indonesia (YCCI),https://www.facebook.com/groups/331613226681705,post_1,post_1_comment_24,post_1,comment,,,,inova reborn… Lihat selengkapnya,https://www.facebook.com/groups/331613226681705,2026-09-17T15:35:21Z,raw_data_run_20260917_223451_d693b9.csv
rec_6df2c2358b8521ca,Toyota Yaris,Yaris Cross Community Indonesia (YCCI),https://www.facebook.com/groups/331613226681705,post_1,post_1_comment_25,post_1,comment,,,,"Dijual Murah Paket Velg+ Ban RPF R16 Yaris Second Mulus, Jauh Bisa Kirim Lewat Shopee https://s.shopee.co.id/80CTfROAaO",https://www.facebook.com/groups/331613226681705,2026-09-17T15:35:23Z,raw_data_run_20260917_223451_d693b9.csv
rec_0d40be5c3478f91a,Toyota Yaris,Yaris Cross Community Indonesia (YCCI),https://www.facebook.com/groups/331613226681705,post_1,post_1_comment_26,post_1,comment,,,,"dijual
Yaris TRDSportivo 2019 Matic … Lihat selengkapnya",https://www.facebook.com/groups/331613226681705,2026-09-17T15:35:24Z,raw_data_run_20260917_223451_d693b9.csv
rec_de7933066be908bf,Toyota Yaris,Yaris Cross Community Indonesia (YCCI),https://www.facebook.com/groups/331613226681705,post_1,post_1_comment_27,post_1,comment,,,,Yaris TRDSportivo 2019 Matic … Lihat selengkapnya,https://www.facebook.com/groups/331613226681705,2026-09-17T15:35:24Z,raw_data_run_20260917_223451_d693b9.csv
rec_6caa0bc9976378bf,Toyota Yaris,Yaris Cross Community Indonesia (YCCI),https://www.facebook.com/groups/331613226681705,post_1,post_1_comment_28,post_1,comment,,,,"Edisi Bantu Jual Punya Teman
For Sale Toyota Yaris Cross S Hybrid GR TSS 2024 
Tipe Tertinggi 
Warna Two tone Putih - Hitam… Lihat selengkapnya",https://www.facebook.com/groups/331613226681705,2026-09-17T15:35:27Z,raw_data_run_20260917_223451_d693b9.csv
rec_a0a9e064682f4f4a,Toyota Yaris,Yaris Cross Community Indonesia (YCCI),https://www.facebook.com/groups/331613226681705,post_1,post_1_comment_29,post_1,comment,,,,Edisi Bantu Jual Punya Teman,https://www.facebook.com/groups/331613226681705,2026-09-17T15:35:27Z,raw_data_run_20260917_223451_d693b9.csv
rec_a35ea129bbb08611,Toyota Yaris,Yaris Cross Community Indonesia (YCCI),https://www.facebook.com/groups/331613226681705,post_1,post_1_comment_30,post_1,comment,,,,For Sale Toyota Yaris Cross S Hybrid GR TSS 2024,https://www.facebook.com/groups/331613226681705,2026-09-17T15:35:27Z,raw_data_run_20260917_223451_d693b9.csv
rec_344db96acb633f95,Toyota Yaris,Yaris Cross Community Indonesia (YCCI),https://www.facebook.com/groups/331613226681705,post_1,post_1_comment_31,post_1,comment,,,,Tipe Tertinggi,https://www.facebook.com/groups/331613226681705,2026-09-17T15:35:27Z,raw_data_run_20260917_223451_d693b9.csv
rec_44b9b95b37d46b65,Toyota Yaris,Yaris Cross Community Indonesia (YCCI),https://www.facebook.com/groups/331613226681705,post_1,post_1_comment_32,post_1,comment,,,,Warna Two tone Putih - Hitam… Lihat selengkapnya,https://www.facebook.com/groups/331613226681705,2026-09-17T15:35:27Z,raw_data_run_20260917_223451_d693b9.csv
rec_08245ee66b9c4ffe,Toyota Yaris,Yaris Cross Community Indonesia (YCCI),https://www.facebook.com/groups/331613226681705,post_1,post_1_comment_33,post_1,comment,,,,"@YARIS+TRD+SPORTIVO+2017+MANUAL+MT+
@SS+STNK+ONLY+SAJA+WAJIB+FAHAM+RIWAYAT+SANGAT+JELAS+HARGA+68JUTA+minat+wa.+083876865676",https://www.facebook.com/groups/331613226681705,2026-09-17T15:35:29Z,raw_data_run_20260917_223451_d693b9.csv
rec_061c86b108ef0098,Toyota Yaris,Yaris Cross Community Indonesia (YCCI),https://www.facebook.com/groups/331613226681705,post_1,post_1_comment_34,post_1,comment,,,,@YARIS+TRD+SPORTIVO+2017+MANUAL+MT+,https://www.facebook.com/groups/331613226681705,2026-09-17T15:35:29Z,raw_data_run_20260917_223451_d693b9.csv
rec_b3e0d7fc0b1a85e2,Toyota Yaris,Yaris Cross Community Indonesia (YCCI),https://www.facebook.com/groups/331613226681705,post_1,post_1_comment_35,post_1,comment,,,,@SS+STNK+ONLY+SAJA+WAJIB+FAHAM+RIWAYAT+SANGAT+JELAS+HARGA+68JUTA+minat+wa.+083876865676,https://www.facebook.com/groups/331613226681705,2026-09-17T15:35:29Z,raw_data_run_20260917_223451_d693b9.csv
rec_b450521116198dd1,Toyota Yaris,Yaris Cross Community Indonesia (YCCI),https://www.facebook.com/groups/331613226681705,post_1,post_1_comment_36,post_1,comment,,,,"𝗠𝗲𝘀𝗶𝗻 𝗦𝗲𝗴𝗲𝗹𝘂𝗻𝗱𝘂𝗻𝗴 𝗞𝗼𝗺𝗽𝗹𝗶𝘁, 𝗞𝗼𝗻𝗱𝗶𝘀𝗶 𝗦𝗮𝗻𝗴𝗮𝘁 𝗦𝗲𝗵𝗮𝘁 & 𝗡𝘆𝗮𝗹𝗮 𝗡𝗼𝗿𝗺𝗮𝗹
Siap COD di lokasi, bisa cek dulu kondisi fisiknya dulu
https://s.shopee.co.id/7psvwcMrVq
https://s.shopee.co.id/7psvwcMrVq
Segelundung murah mawon monggo dg SS lengkap
Bisa jg… Lihat selengkapnya",https://www.facebook.com/groups/331613226681705,2026-09-17T15:35:31Z,raw_data_run_20260917_223451_d693b9.csv
rec_af619559aa9441c4,Toyota Yaris,Yaris Cross Community Indonesia (YCCI),https://www.facebook.com/groups/331613226681705,post_1,post_1_comment_37,post_1,comment,,,,"𝗠𝗲𝘀𝗶𝗻 𝗦𝗲𝗴𝗲𝗹𝘂𝗻𝗱𝘂𝗻𝗴 𝗞𝗼𝗺𝗽𝗹𝗶𝘁, 𝗞𝗼𝗻𝗱𝗶𝘀𝗶 𝗦𝗮𝗻𝗴𝗮𝘁 𝗦𝗲𝗵𝗮𝘁 & 𝗡𝘆𝗮𝗹𝗮 𝗡𝗼𝗿𝗺𝗮𝗹",https://www.facebook.com/groups/331613226681705,2026-09-17T15:35:31Z,raw_data_run_20260917_223451_d693b9.csv
rec_e74ae0c3d64f6a2b,Toyota Yaris,Yaris Cross Community Indonesia (YCCI),https://www.facebook.com/groups/331613226681705,post_1,post_1_comment_38,post_1,comment,,,,"Siap COD di lokasi, bisa cek dulu kondisi fisiknya dulu",https://www.facebook.com/groups/331613226681705,2026-09-17T15:35:31Z,raw_data_run_20260917_223451_d693b9.csv
rec_4693109cd54e4c3d,Toyota Yaris,Yaris Cross Community Indonesia (YCCI),https://www.facebook.com/groups/331613226681705,post_1,post_1_comment_39,post_1,comment,,,,https://s.shopee.co.id/7psvwcMrVq,https://www.facebook.com/groups/331613226681705,2026-09-17T15:35:31Z,raw_data_run_20260917_223451_d693b9.csv
rec_70a5de96bc591c42,Toyota Yaris,Yaris Cross Community Indonesia (YCCI),https://www.facebook.com/groups/331613226681705,post_1,post_1_comment_40,post_1,comment,,,,"Segelundung murah mawon monggo dg SS lengkap
Bisa jg… Lihat selengkapnya",https://www.facebook.com/groups/331613226681705,2026-09-17T15:35:31Z,raw_data_run_20260917_223451_d693b9.csv
rec_cde35d68c302109b,Toyota Yaris,Yaris Cross Community Indonesia (YCCI),https://www.facebook.com/groups/331613226681705,post_1,post_1_comment_41,post_1,comment,,,,"Yaris Cross 1.5 G Cvt 2026
Km 50 Perak
Mobil bekas rasa baru
Cash/kredit
Harga 325 juta(Boleh Nego sampai deal)
Lihat selengkapnya",https://www.facebook.com/groups/331613226681705,2026-09-17T15:35:33Z,raw_data_run_20260917_223451_d693b9.csv
rec_246a0a82ad1febe6,Toyota Yaris,Yaris Cross Community Indonesia (YCCI),https://www.facebook.com/groups/331613226681705,post_1,post_1_comment_42,post_1,comment,,,,"Saya sebagai user yaris cross ko heran ya, knapa ko banyak yg mau jual mobil padahal kondisi nya masih bisa di bilang baru.",https://www.facebook.com/groups/331613226681705,2026-09-17T15:35:33Z,raw_data_run_20260917_223451_d693b9.csv
rec_9ca8ba66b716fb94,Toyota Yaris,Yaris Cross Community Indonesia (YCCI),https://www.facebook.com/groups/331613226681705,post_1,post_1_comment_43,post_1,comment,,,,Ap… Lihat selengkapnya,https://www.facebook.com/groups/331613226681705,2026-09-17T15:35:33Z,raw_data_run_20260917_223451_d693b9.csv
rec_73df1010db2ef5ca,Toyota Yaris,Yaris Cross Community Indonesia (YCCI),https://www.facebook.com/groups/331613226681705,post_1,post_1_comment_44,post_1,comment,,,,bisa tuker tambah ga,https://www.facebook.com/groups/331613226681705,2026-09-17T15:35:33Z,raw_data_run_20260917_223451_d693b9.csv
rec_cc59f80243a892ff,Toyota Yaris,Yaris Cross Community Indonesia (YCCI),https://www.facebook.com/groups/331613226681705,post_1,post_1_comment_45,post_1,comment,,,,Bismillah..… Lihat selengkapnya,https://www.facebook.com/groups/331613226681705,2026-09-17T15:35:34Z,raw_data_run_20260917_223451_d693b9.csv
rec_adf6a2a8c1eccbb0,Toyota Yaris,Yaris Cross Community Indonesia (YCCI),https://www.facebook.com/groups/331613226681705,post_1,post_1_comment_46,post_1,comment,,,,"Izin cari rezeki
Bodykit Xpander Cross. Harga fullset mulai dari 1 jt-an
Salam Modifikasi Indonesia
-------------------------------------------------------
Upgrade your car with :
𝐁𝐎𝐃𝐘𝐊𝐈𝐓 𝐈𝐍𝐃𝐎𝐍𝐄𝐒𝐈𝐀
Lihat selengkapnya",https://www.facebook.com/groups/331613226681705,2026-09-17T15:35:38Z,raw_data_run_20260917_223451_d693b9.csv
rec_20e544c586aa66e3,Toyota Yaris,Yaris Cross Community Indonesia (YCCI),https://www.facebook.com/groups/331613226681705,post_1,post_1_comment_47,post_1,comment,,,,"@YARIS+TRD+SPORTIVO+2017+MANUAL+MT+
@SS+STNK+ONLY+SAJA+WAJIB+FAHAM+RIWAYAT+SANGAT+JELAS+HARGA+68JUTA+minat+inbok",https://www.facebook.com/groups/331613226681705,2026-09-17T15:35:39Z,raw_data_run_20260917_223451_d693b9.csv
rec_891867833446e88a,Toyota Yaris,Yaris Cross Community Indonesia (YCCI),https://www.facebook.com/groups/331613226681705,post_1,post_1_comment_48,post_1,comment,,,,@SS+STNK+ONLY+SAJA+WAJIB+FAHAM+RIWAYAT+SANGAT+JELAS+HARGA+68JUTA+minat+inbok,https://www.facebook.com/groups/331613226681705,2026-09-17T15:35:39Z,raw_data_run_20260917_223451_d693b9.csv
rec_9c6aade7ccbb43de,Toyota Yaris,Yaris Cross Community Indonesia (YCCI),https://www.facebook.com/groups/331613226681705,post_1,post_1_comment_49,post_1,comment,,,,"Salam sedikit perkongsian item untuk TOYOTA YARIS CROSS yang ada didalam platform shopee. Silakan survey jika ada yang mencari. Gambar hasil gemini
 .TQ admin 
Trapo Karpet Kereta Car Mat Toyota Yaris Cross Non-Hybrid (2023-Present) 
 https://s.shopee.com.my/7KpiEBNi2W.
Kamatto Classic Toyota Yaris Cross XP210 (2020-Present) Car Floor Mat and Carpet
 https://s.shopee.com.my/AUmjzkeWog… Lihat selengkapnya",https://www.facebook.com/groups/331613226681705,2026-09-17T15:35:41Z,raw_data_run_20260917_223451_d693b9.csv
rec_7a1e06be043e383b,Toyota Yaris,Yaris Cross Community Indonesia (YCCI),https://www.facebook.com/groups/331613226681705,post_1,post_1_comment_50,post_1,comment,,,,"Salam sedikit perkongsian item untuk TOYOTA YARIS CROSS yang ada didalam platform shopee. Silakan survey jika ada yang mencari. Gambar hasil gemini
 .TQ admin",https://www.facebook.com/groups/331613226681705,2026-09-17T15:35:41Z,raw_data_run_20260917_223451_d693b9.csv
rec_9e4cda7d65741596,Toyota Yaris,Yaris Cross Community Indonesia (YCCI),https://www.facebook.com/groups/331613226681705,post_1,post_1_comment_51,post_1,comment,,,,Trapo Karpet Kereta Car Mat Toyota Yaris Cross Non-Hybrid (2023-Present),https://www.facebook.com/groups/331613226681705,2026-09-17T15:35:41Z,raw_data_run_20260917_223451_d693b9.csv
rec_87c33b27a10b538b,Toyota Yaris,Yaris Cross Community Indonesia (YCCI),https://www.facebook.com/groups/331613226681705,post_1,post_1_comment_52,post_1,comment,,,,https://s.shopee.com.my/7KpiEBNi2W.,https://www.facebook.com/groups/331613226681705,2026-09-17T15:35:41Z,raw_data_run_20260917_223451_d693b9.csv
rec_d34850b4c48b8c60,Toyota Yaris,Yaris Cross Community Indonesia (YCCI),https://www.facebook.com/groups/331613226681705,post_1,post_1_comment_53,post_1,comment,,,,Kamatto Classic Toyota Yaris Cross XP210 (2020-Present) Car Floor Mat and Carpet,https://www.facebook.com/groups/331613226681705,2026-09-17T15:35:41Z,raw_data_run_20260917_223451_d693b9.csv
rec_27b523701a3c46ec,Toyota Yaris,Yaris Cross Community Indonesia (YCCI),https://www.facebook.com/groups/331613226681705,post_1,post_1_comment_54,post_1,comment,,,,https://s.shopee.com.my/AUmjzkeWog… Lihat selengkapnya,https://www.facebook.com/groups/331613226681705,2026-09-17T15:35:41Z,raw_data_run_20260917_223451_d693b9.csv
rec_abb52a2c2a8b74c0,Toyota Yaris,Yaris Cross Community Indonesia (YCCI),https://www.facebook.com/groups/331613226681705,post_1,post_1_comment_55,post_1,comment,,,,"Ambient Light Car
Premium Ambience Light No Bintik Grade A+
Bisa Disemua Mobil
-
Bisa Rgb Matrix Kontrol Lewat Aplikasi
+ Setting 1 Warna
-
Lihat selengkapnya",https://www.facebook.com/groups/331613226681705,2026-09-17T15:35:43Z,raw_data_run_20260917_223451_d693b9.csv
rec_aed5759c43bc8f28,Toyota Yaris,Yaris Cross Community Indonesia (YCCI),https://www.facebook.com/groups/331613226681705,post_1,post_1_comment_56,post_1,comment,,,,Mau om,https://www.facebook.com/groups/331613226681705,2026-09-17T15:35:43Z,raw_data_run_20260917_223451_d693b9.csv
rec_52537eff166c6415,Toyota Yaris,Yaris Cross Community Indonesia (YCCI),https://www.facebook.com/groups/331613226681705,post_1,post_1_comment_57,post_1,comment,,,,"@YARIS TRD SPORTIVO 2017 MANUAL MT 
@SS STNK ONLY SAJA WAJIB FAHAM RIWAYAT SANGAT JELAS HARGA 68JUTA CALL BY WA 
https://wa.me/62085126495267",https://www.facebook.com/groups/331613226681705,2026-09-17T15:35:44Z,raw_data_run_20260917_223451_d693b9.csv
rec_6858a5c63ccfc6c9,Toyota Yaris,Yaris Cross Community Indonesia (YCCI),https://www.facebook.com/groups/331613226681705,post_1,post_1_comment_58,post_1,comment,,,,@YARIS TRD SPORTIVO 2017 MANUAL MT,https://www.facebook.com/groups/331613226681705,2026-09-17T15:35:44Z,raw_data_run_20260917_223451_d693b9.csv
rec_399afa2e7817b339,Toyota Yaris,Yaris Cross Community Indonesia (YCCI),https://www.facebook.com/groups/331613226681705,post_1,post_1_comment_59,post_1,comment,,,,"@SS STNK ONLY SAJA WAJIB FAHAM RIWAYAT SANGAT JELAS HARGA 68JUTA CALL BY WA 
https://wa.me/62085126495267",https://www.facebook.com/groups/331613226681705,2026-09-17T15:35:44Z,raw_data_run_20260917_223451_d693b9.csv
rec_0e85427279da94cd,Toyota Yaris,Yaris Cross Community Indonesia (YCCI),https://www.facebook.com/groups/331613226681705,post_1,post_1_comment_60,post_1,comment,,,,"*Cover jok : Yaris lele ( SECOND ) 
*Tahun*     : 2014-2021… Lihat selengkapnya",https://www.facebook.com/groups/331613226681705,2026-09-17T15:35:46Z,raw_data_run_20260917_223451_d693b9.csv
rec_449e6e1719d7589d,Toyota Yaris,Yaris Cross Community Indonesia (YCCI),https://www.facebook.com/groups/331613226681705,post_1,post_1_comment_61,post_1,comment,,,,*Cover jok : Yaris lele ( SECOND ),https://www.facebook.com/groups/331613226681705,2026-09-17T15:35:46Z,raw_data_run_20260917_223451_d693b9.csv
rec_cf3a05bb737b7fa8,Toyota Yaris,Yaris Cross Community Indonesia (YCCI),https://www.facebook.com/groups/331613226681705,post_1,post_1_comment_62,post_1,comment,,,,*Tahun*     : 2014-2021… Lihat selengkapnya,https://www.facebook.com/groups/331613226681705,2026-09-17T15:35:46Z,raw_data_run_20260917_223451_d693b9.csv
rec_2cc09b16793fa589,Toyota Yaris,Yaris Cross Community Indonesia (YCCI),https://www.facebook.com/groups/331613226681705,post_2,,,post,,,,"@YARIS TRD S 2017 MANUAL BEBAS LINTAS PLAT NEMPEL HARGA 68JUTA SAJA LOKASI PASURUAN CALL WA 
https://wa.me/62085137751296",https://www.facebook.com/groups/331613226681705,2026-09-17T15:35:46Z,raw_data_run_20260917_223451_d693b9.csv
rec_0e506f9f71dcc9a9,Toyota Yaris,Yaris Cross Community Indonesia (YCCI),https://www.facebook.com/groups/331613226681705,post_2,post_2_comment_1,post_2,comment,,,,"@ES TEH ONLY SJ
@YARIS TRD S 2017 MANUAL BEBAS LINTAS PLAT NEMPEL HARGA 68JUTA SAJA LOKASI PASURUAN CALL WA 
https://wa.me/62085137751296",https://www.facebook.com/groups/331613226681705,2026-09-17T15:35:50Z,raw_data_run_20260917_223451_d693b9.csv
rec_483b6521c461237d,Toyota Yaris,Yaris Cross Community Indonesia (YCCI),https://www.facebook.com/groups/331613226681705,post_2,post_2_comment_2,post_2,comment,,,,@ES TEH ONLY SJ,https://www.facebook.com/groups/331613226681705,2026-09-17T15:35:50Z,raw_data_run_20260917_223451_d693b9.csv
rec_f3d6ebbcdc5f2d69,Toyota Yaris,Yaris Cross Community Indonesia (YCCI),https://www.facebook.com/groups/331613226681705,post_2,post_2_comment_3,post_2,comment,,,,"@YARIS TRD S 2017 MANUAL BEBAS LINTAS PLAT NEMPEL HARGA 68JUTA SAJA LOKASI PASURUAN CALL WA 
https://wa.me/62085137751296",https://www.facebook.com/groups/331613226681705,2026-09-17T15:35:50Z,raw_data_run_20260917_223451_d693b9.csv
rec_10e472c9f337522f,Toyota Yaris,Yaris Cross Community Indonesia (YCCI),https://www.facebook.com/groups/331613226681705,post_2,post_2_comment_4,post_2,comment,,,,Xmate karpet mobil Yaris Cross,https://www.facebook.com/groups/331613226681705,2026-09-17T15:35:50Z,raw_data_run_20260917_223451_d693b9.csv
rec_6db8e4f22b6093b5,Toyota Yaris,Yaris Cross Community Indonesia (YCCI),https://www.facebook.com/groups/331613226681705,post_2,post_2_comment_5,post_2,comment,,,,Mempererat dan memperluas hubungan silahturahmi antar sesama pengguna mobil Toyota Yaris Cross,https://www.facebook.com/groups/331613226681705,2026-09-17T15:35:50Z,raw_data_run_20260917_223451_d693b9.csv
rec_a12f86c734066dc8,Toyota Yaris,Yaris Cross Community Indonesia (YCCI),https://www.facebook.com/groups/331613226681705,post_2,post_2_comment_6,post_2,comment,,,,"dijual
New Yaris TRDSportivo 2018 Manual … Lihat selengkapnya",https://www.facebook.com/groups/331613226681705,2026-09-17T15:35:51Z,raw_data_run_20260917_223451_d693b9.csv
